segment0,segment3,segment2,segment1
9,24,21,16
9,24,21,16
9,24,21,16
12,24,21,16
12,24,21,16
12,24,26,16
12,24,26,16
12,24,26,16
12,24,26,20
12,29,26,20
9,29,26,20
9,29,31,20
9,29,31,20
9,29,31,20
9,29,31,20
9,29,31,15
9,34,31,15
6,34,31,15
6,34,36,15
6,34,36,10
6,34,36,15
11,29,36,10
11,29,31,10
11,29,36,10
11,29,31,10
11,29,31,10
13,24,26,10
17,19,26,10
17,19,26,10
11,24,31,8
17,19,21,10
11,29,31,8
17,19,21,15
17,14,21,15
13,24,31,8
13,24,26,10
12,14,21,15
13,24,26,8
12,14,21,15
12,14,23,15
12,14,23,15
13,24,26,8
12,14,23,15
12,14,23,13
7,10,23,13
13,24,26,8
7,10,23,13
7,10,26,13
7,10,26,13
7,10,26,13
7,10,26,13
7,10,26,8
5,13,26,8
5,13,26,8
5,13,21,8
5,13,21,8
17,19,21,10
5,13,21,8
17,19,21,10
11,29,31,10
5,13,21,3
2,18,21,3
2,18,21,3
2,18,16,3
2,18,16,3
2,18,16,3
5,13,21,3
2,18,16,3
2,18,16,3
7,21,16,3
6,34,36,15
7,21,16,3
7,21,19,3
6,34,36,15
7,21,19,3
7,21,19,8
7,21,19,3
7,21,19,8
12,16,19,8
12,16,14,8
12,16,14,8
12,16,14,8
12,16,14,8
12,16,14,13
12,11,14,13
17,11,14,13
17,11,9,13
17,11,9,13
17,11,9,10
17,11,9,10
12,6,9,10
17,11,9,13
12,6,9,10
12,6,11,10
12,6,11,10
12,6,11,10
12,6,11,8
12,6,11,8
7,5,11,8
7,5,11,8
7,5,6,8
7,5,6,8
7,5,6,8
7,5,6,11
7,7,6,11
11,7,6,11
11,7,11,11
11,7,6,11
11,7,11,11
11,7,11,11
11,7,11,6
11,7,11,6
12,12,11,6
12,12,11,6
12,12,9,6
12,12,9,6
12,12,9,6
12,12,9,11
15,7,4,11
15,7,9,11
12,7,9,11
15,7,4,11
15,7,4,11
15,7,4,11
15,7,4,16
15,3,4,16
14,3,4,16
14,3,4,16
14,3,4,16
14,3,4,16
14,7,4,11
9,7,4,11
9,7,5,11
14,3,4,11
9,7,5,11
9,7,4,11
14,3,4,16
9,7,5,11
9,7,5,6
4,10,5,6
4,10,5,6
4,10,7,6
4,10,7,1
4,5,7,1
9,5,7,1
9,5,2,1
9,5,2,1
12,2,2,3
12,2,2,3
12,2,2,3
9,2,2,3
12,2,2,3
12,2,2,8
12,2,2,8
14,0,2,8
14,0,5,8
14,0,5,8
14,0,5,8
14,0,5,6
14,0,5,6
